experience_type,emotion_type,problem_type,situation,speaker,strategy,feedback,content
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,I tried today. we will see if anything opens up that pays well!
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Affirmation and Reassurance,,Yeah I would say go for it
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Questions,,Is there anything I can help you with today?
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,5,Thank you for your help!
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Other,,No problems!
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,listener,Questions,,"Hi, how are you?"
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,speaker,,,"My friends are refusing to take the covid vaccine and it's very concerning to me.
"
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,listener,Affirmation and Reassurance,,"Oh man, I have friends who are refusing to be tested too. "
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,listener,Questions,,Is there a concern that they have been exposed?
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,speaker,,2,"I've had covid.  I want the vaccine.  I never want to go through that again.  They watched me go through it, so I'm confused and angry that they are not willing to get it.
"
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,listener,Restatement or Paraphrasing,,"is the vaccine available to them already, or are they just refusing to take it when it is available? "
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,speaker,,,"oh no, not yet.  But when it is available they are saying they will not take it.
"
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,listener,Questions,,Have you told them that you are concerned for them?
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,speaker,,3,"Yes, they know that I'm very worried about them.  They tell me that I should not be that they will be fine.
"
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,listener,Affirmation and Reassurance,,It's good that they know you are concerned about them. That's important for friendships. 
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,listener,Questions,,If they refuse to get shots are you still willing to be around them?
Current Experience,anger,problems with friends,My friends are refusing to take the covid vaccine and i'm very angry about this.,speaker,,3,"No I don't think so.  If they cannot take care of themselves and protect the people around them, then I just don't know that I can be friends with them anymore.
"
